stationID,Time,average,Day
168,11:50:34,1.1197,235
168,11:59:39,0.3455,235
168,12:6:0,0.3437,235
168,12:15:0,0.3882,235
168,12:18:0,0.3795,235
168,12:21:0,0.3969,235
168,12:24:0,0.3751,235
168,12:30:0,0.3911,235
168,12:33:0,0.4051,235
168,12:36:0,0.3764,235
168,12:39:0,0.3641,235
168,12:42:0,0.3898,235
168,12:45:0,0.3950,235
168,12:48:0,0.3915,235
168,12:51:0,0.3667,235
168,12:54:0,0.3291,235
168,12:57:0,0.3267,235
168,13:0:0,0.3397,235
168,13:3:0,0.3667,235
168,13:6:0,0.3689,235
168,13:9:0,0.3900,235
168,13:12:0,0.3879,235
168,13:15:0,0.3926,235
168,13:33:0,0.3554,235
168,13:39:0,0.3744,235
168,13:42:0,0.3737,235
168,13:45:0,0.3829,235
168,13:48:0,0.3616,235
168,13:51:0,0.3378,235
168,13:54:0,0.3599,235
168,13:57:0,0.3340,235
168,14:0:0,0.3197,235
168,14:3:0,0.3502,235
168,14:6:0,0.3859,235
168,14:9:0,0.3937,235
168,14:12:0,0.3768,235
168,14:15:0,0.3754,235
168,14:18:0,0.3503,235
168,14:21:0,0.3468,235
168,14:24:0,0.3269,235
168,14:27:0,0.3611,235
168,14:30:0,0.3691,235
168,14:33:0,0.3650,235
168,14:36:0,0.3662,235
168,14:39:0,0.3601,235
168,14:42:0,0.3486,235
168,14:45:0,0.3535,235
168,14:48:0,0.3729,235
168,14:51:0,0.3868,235
168,14:54:0,0.3812,235
168,14:57:0,0.3975,235
168,15:0:0,0.4060,235
168,15:3:0,0.4211,235
168,15:6:0,0.3995,235
168,15:9:0,0.4049,235
168,15:12:0,0.3560,235
168,15:15:0,0.3599,235
168,15:21:0,0.3483,235
168,15:24:0,0.3706,235
168,15:27:0,0.3891,235
168,15:30:0,0.3752,235
168,15:33:0,0.3692,235
168,15:36:0,0.3732,235
168,15:39:0,0.3686,235
168,15:45:0,0.3874,235
168,15:48:0,0.3682,235
168,15:51:0,0.3874,235
168,15:54:0,0.3834,235
168,15:57:0,0.9215,235
168,16:0:0,0.3782,235
168,16:3:0,0.3772,235
168,16:6:0,0.3437,235
168,16:9:0,0.3598,235
168,16:12:0,0.3700,235
168,16:15:0,0.3847,235
168,16:18:0,0.3862,235
168,16:21:0,0.3340,235
168,16:24:0,0.3471,235
168,16:27:0,0.3321,235
168,16:30:0,0.3283,235
168,16:33:0,0.3287,235
168,16:36:0,0.3325,235
168,16:39:0,0.3437,235
168,16:42:0,0.3408,235
168,16:45:0,0.3332,235
168,16:48:0,0.3395,235
168,16:51:0,0.3240,235
168,16:54:0,0.3368,235
168,16:57:0,0.3368,235
