StationID,Time,average,Day
26,00:00:59,0.5097,1
26,00:01:59,0.5107,1
26,00:02:59,0.5482,1
26,00:03:59,0.5431,1
26,00:04:59,0.4888,1
26,00:05:59,0.5041,1
26,00:06:59,0.5195,1
26,00:07:59,0.4926,1
26,00:08:59,0.5231,1
26,00:09:59,0.5405,1
26,00:10:59,0.5026,1
26,00:11:59,0.4869,1
26,00:12:59,0.5033,1
26,00:13:59,0.5044,1
26,00:14:59,0.4620,1
26,00:15:59,0.5131,1
26,00:16:59,0.5134,1
26,00:17:59,0.5484,1
26,00:18:59,0.5552,1
26,00:19:59,0.5262,1
26,00:20:59,0.5287,1
26,00:21:59,0.5622,1
26,00:22:59,0.5319,1
26,00:23:59,0.5561,1
26,00:24:59,0.6041,1
26,00:25:59,0.5746,1
26,00:26:59,0.5459,1
26,00:27:59,0.5606,1
26,00:28:59,0.5403,1
26,00:29:59,0.5687,1
26,00:31:00,0.5539,1
26,00:32:00,0.5299,1
26,00:32:59,0.5473,1
26,00:34:00,0.5444,1
26,00:35:00,0.5932,1
26,00:36:00,0.5384,1
26,00:37:00,0.5175,1
26,00:38:00,0.5016,1
26,00:39:00,0.4985,1
26,00:40:00,0.4743,1
26,00:41:00,0.4847,1
26,00:42:00,0.4952,1
26,00:43:00,0.5001,1
26,00:44:00,0.4984,1
26,00:45:00,0.4918,1
26,00:46:00,0.5086,1
26,00:47:00,0.4904,1
26,00:48:00,0.4716,1
26,00:49:00,0.4911,1
26,00:50:00,0.4825,1
26,00:51:00,0.5084,1
26,00:52:00,0.4904,1
26,00:53:00,0.4583,1
26,00:54:00,0.4688,1
26,00:55:00,0.4562,1
26,00:56:00,0.4699,1
26,00:57:00,0.4821,1
26,00:58:00,0.4883,1
26,00:59:00,0.4885,1
26,01:00:00,0.5516,1
26,01:01:00,0.5823,1
26,01:02:00,0.5341,1
26,01:03:00,0.5702,1
26,01:04:00,0.5462,1
26,01:05:00,0.5101,1
26,01:06:01,0.5245,1
26,01:07:00,0.5296,1
26,01:08:01,0.5249,1
26,01:09:01,0.5381,1
26,01:10:01,0.5791,1
26,01:11:01,0.5652,1
26,01:12:01,0.5553,1
26,01:13:01,0.5861,1
26,01:14:01,0.5621,1
26,01:15:00,0.5423,1
26,01:16:00,0.5502,1
26,01:17:01,0.5546,1
26,01:18:01,0.5749,1
26,01:19:01,0.5616,1
26,01:20:01,0.5251,1
26,01:21:01,0.5463,1
26,01:22:01,0.5618,1
26,01:23:01,0.5529,1
26,01:24:01,0.5914,1
26,01:25:01,0.5897,1
26,01:26:01,0.5439,1
26,01:27:01,0.5426,1
26,01:28:01,0.5769,1
26,01:29:01,0.5594,1
26,01:30:01,0.5546,1
26,01:31:01,0.5528,1
26,01:32:01,0.5455,1
26,01:33:01,0.5520,1
26,01:34:01,0.5820,1
