stationID,Time,average,Day
199,13:54:0,0.013,593
199,13:57:0,0.016,593
199,14:0:0,0.0175,593
199,14:3:0,0.0175,593
199,14:6:0,0.0171,593
199,14:9:0,0.0169,593
199,14:12:0,0.0151,593
199,14:18:0,0.0176,593
199,14:21:0,0.0171,593
199,14:24:0,0.0173,593
199,14:27:0,0.0173,593
199,14:30:0,0.0176,593
199,14:33:0,0.0174,593
199,14:36:0,0.0177,593
199,14:39:0,0.0178,593
199,14:42:0,0.0178,593
199,14:45:0,0.0179,593
199,14:48:0,0.0179,593
199,14:51:0,0.0181,593
199,14:54:0,0.0183,593
199,14:57:0,0.0178,593
199,15:0:0,0.018,593
199,15:6:0,0.0119,593
199,15:9:0,0.0169,593
199,15:12:0,0.0179,593
199,15:15:0,0.0178,593
199,15:18:0,0.018,593
199,15:21:0,0.0182,593
199,15:24:0,0.0179,593
199,15:27:0,0.0179,593
199,15:30:0,0.0178,593
199,15:33:0,0.0181,593
199,15:36:0,0.018,593
199,15:39:0,0.0176,593
199,15:42:0,0.0175,593
199,15:45:0,0.0175,593
199,15:48:0,0.014,593
199,15:51:0,0.0105,593
199,15:54:0,0.0044,593
199,15:57:0,0.0021,593
199,16:0:0,0.001,593
199,16:3:0,0.009,593
199,16:6:0,0.011,593
199,16:9:0,0.0106,593
199,16:15:0,0.002,593
199,16:18:0,0.0109,593
199,16:21:0,0.0124,593
199,16:24:0,0.0151,593
199,16:27:0,0.0106,593
199,16:30:0,0.0082,593
199,16:33:0,0.014,593
199,16:36:0,0.0264,593
199,16:39:0,0.0365,593
199,16:42:0,0.0387,593
199,16:45:0,0.0341,593
199,16:48:0,0.0368,593
199,16:51:0,0.0429,593
199,16:54:0,0.0381,593
199,16:57:0,0.0343,593
199,17:0:0,0.0309,593
199,17:3:0,0.0293,593
199,17:6:0,0.0278,593
199,17:9:0,0.0255,593
199,17:12:0,0.0234,593
199,17:15:0,0.0222,593
199,17:18:0,0.0211,593
199,17:21:0,0.0203,593
199,17:24:0,0.0199,593
199,17:27:0,0.0195,593
199,17:30:0,0.019,593
199,17:33:0,0.0188,593
199,17:36:0,0.0188,593
199,17:39:0,0.0185,593
199,17:42:0,0.0185,593
199,17:45:0,0.0183,593
199,17:48:0,0.0184,593
199,17:51:0,0.0183,593
199,17:54:0,0.0183,593
199,17:57:0,0.0181,593
199,18:0:0,0.0182,593
199,18:3:0,0.0181,593
199,18:6:0,0.0182,593
199,18:9:0,0.0178,593
199,18:12:0,0.0178,593
199,18:15:0,0.0179,593
199,18:18:0,0.0181,593
199,18:21:0,0.0181,593
199,18:27:0,0.0172,593
199,18:30:0,0.018,593
199,18:33:0,0.0183,593
199,18:36:0,0.0184,593
199,18:39:0,0.0182,593
199,18:42:0,0.0184,593
199,18:45:0,0.0181,593
199,18:48:0,0.0178,593
199,18:51:0,0.0184,593
199,18:54:0,0.0184,593
199,18:57:0,0.0176,593
199,19:0:0,0.0179,593
199,19:3:0,0.0184,593
