StationID,Time,average,Day
188,00:00:25,0.0407,1
188,00:01:26,0.0397,1
188,00:02:26,0.041,1
188,00:03:26,0.0395,1
188,00:04:26,0.0407,1
188,00:05:25,0.0407,1
188,00:06:26,0.0408,1
188,00:07:25,0.039,1
188,00:08:26,0.0406,1
188,00:09:26,0.0409,1
188,00:10:26,0.0391,1
188,00:11:26,0.041,1
188,00:12:26,0.0406,1
188,00:13:26,0.0391,1
188,00:14:26,0.0404,1
188,00:15:26,0.0422,1
188,00:16:26,0.0371,1
188,00:17:26,0.041,1
188,00:18:26,0.0407,1
188,00:19:26,0.0394,1
188,00:20:26,0.0388,1
188,00:21:26,0.041,1
188,00:22:26,0.0368,1
188,00:23:26,0.0418,1
188,00:24:26,0.0399,1
188,00:25:26,0.0405,1
188,00:26:26,0.0407,1
188,00:27:26,0.0397,1
188,00:28:26,0.0402,1
188,00:29:26,0.041,1
188,00:30:26,0.0417,1
188,00:31:26,0.0414,1
188,00:32:26,0.0395,1
188,00:33:26,0.0399,1
188,00:34:26,0.0381,1
188,00:35:26,0.0405,1
188,00:36:26,0.0394,1
188,00:37:26,0.0421,1
188,00:38:26,0.0408,1
188,00:39:26,0.0402,1
188,00:40:26,0.0395,1
188,00:41:27,0.0399,1
188,00:42:26,0.0427,1
188,00:43:27,0.0395,1
188,00:44:27,0.0404,1
188,00:45:27,0.0401,1
188,00:46:27,0.0423,1
188,00:47:27,0.0418,1
188,00:48:27,0.0392,1
188,00:49:27,0.0409,1
188,00:50:27,0.0409,1
188,00:51:27,0.0402,1
188,00:52:27,0.0401,1
188,00:53:27,0.0402,1
188,00:54:27,0.0417,1
188,00:55:27,0.0405,1
188,00:56:27,0.0398,1
188,00:57:27,0.04,1
188,00:58:27,0.0403,1
188,00:59:27,0.0407,1
188,01:00:27,0.0415,1
188,01:01:27,0.0388,1
188,01:02:27,0.0401,1
188,01:03:27,0.0412,1
188,01:04:27,0.0409,1
188,01:05:27,0.0404,1
188,01:06:27,0.037,1
188,01:07:27,0.0441,1
188,01:08:27,0.0411,1
188,01:09:27,0.0396,1
188,01:10:27,0.0387,1
188,01:11:27,0.0416,1
188,01:12:27,0.0404,1
188,01:13:27,0.0406,1
188,01:14:27,0.038,1
188,01:15:27,0.0416,1
188,01:16:27,0.0411,1
188,01:17:28,0.0397,1
188,01:18:27,0.0395,1
188,01:19:27,0.0405,1
188,01:20:27,0.0414,1
188,01:21:27,0.0391,1
188,01:22:28,0.0412,1
188,01:23:28,0.0406,1
188,01:24:28,0.0413,1
188,01:25:28,0.0407,1
188,01:26:28,0.0433,1
188,01:27:28,0.0391,1
188,01:28:28,0.0406,1
188,01:29:28,0.0398,1
188,01:30:28,0.0429,1
188,01:31:28,0.0396,1
188,01:32:28,0.0422,1
188,01:33:28,0.0397,1
188,01:34:28,0.0376,1
188,01:35:28,0.0407,1
188,01:36:28,0.0423,1
188,01:37:28,0.0387,1
188,01:38:28,0.0397,1
188,01:39:28,0.0417,1
188,01:40:28,0.039,1
188,01:41:28,0.0414,1
188,01:42:28,0.0403,1
188,01:43:28,0.0403,1
188,01:44:28,0.0435,1
188,01:45:28,0.0372,1
188,01:46:28,0.0428,1
188,01:47:28,0.0368,1
188,01:48:28,0.0394,1
188,01:49:28,0.041,1
188,01:50:28,0.0398,1
188,01:51:28,0.039,1
188,01:52:28,0.0413,1
188,01:53:28,0.0394,1
188,01:54:28,0.0391,1
188,01:55:28,0.0417,1
188,01:56:28,0.0419,1
188,01:57:28,0.0389,1
188,01:58:29,0.0415,1
188,01:59:29,0.0397,1
188,02:00:29,0.0401,1
188,02:01:29,0.0415,1
188,02:02:29,0.0404,1
188,02:03:29,0.0408,1
188,02:04:29,0.0385,1
188,02:05:29,0.0429,1
188,02:06:29,0.0389,1
188,02:07:29,0.0414,1
188,02:08:29,0.0409,1
188,02:09:29,0.0418,1
188,02:10:29,0.0398,1
188,02:11:29,0.0396,1
188,02:12:29,0.039,1
188,02:13:29,0.0419,1
188,02:14:29,0.0401,1
188,02:15:29,0.0411,1
188,02:16:29,0.038,1
188,02:17:29,0.0423,1
188,02:18:29,0.0417,1
188,02:19:29,0.0397,1
188,02:20:29,0.041,1
188,02:21:29,0.0406,1
188,02:22:29,0.0407,1
188,02:23:29,0.0375,1
188,02:24:30,0.0426,1
188,02:25:29,0.0401,1
188,02:26:29,0.0396,1
188,02:27:29,0.0407,1
188,02:28:29,0.0408,1
188,02:29:29,0.0387,1
188,02:30:29,0.0404,1
188,02:31:29,0.0398,1
188,02:32:30,0.0413,1
188,02:33:30,0.0418,1
188,02:34:30,0.0399,1
188,02:35:30,0.0418,1
188,02:36:30,0.0383,1
188,02:37:30,0.0384,1
188,02:38:30,0.042,1
188,02:39:30,0.0377,1
188,02:40:30,0.0434,1
188,02:41:30,0.0421,1
188,02:42:30,0.0376,1
188,02:43:30,0.0417,1
188,02:44:30,0.0389,1
188,02:45:30,0.0399,1
188,02:46:30,0.0446,1
188,02:47:30,0.0379,1
188,02:48:30,0.0387,1
188,02:49:30,0.0426,1
188,02:50:30,0.0408,1
188,02:51:30,0.0401,1
188,02:52:30,0.0383,1
188,02:53:30,0.0398,1
188,02:54:30,0.0417,1
188,02:55:30,0.0422,1
188,02:56:30,0.0374,1
188,02:57:30,0.0412,1
188,02:58:30,0.0414,1
188,02:59:30,0.0392,1
188,03:00:30,0.0414,1
188,03:01:30,0.0417,1
188,03:02:30,0.0393,1
188,03:03:30,0.0414,1
188,03:04:30,0.0403,1
188,03:05:30,0.0402,1
188,03:06:30,0.0405,1
188,03:07:30,0.0397,1
188,03:08:30,0.0432,1
188,03:09:30,0.0394,1
188,03:10:30,0.0408,1
188,03:11:30,0.0418,1
188,03:12:30,0.0407,1
188,03:13:30,0.0383,1
188,03:14:30,0.041,1
188,03:15:30,0.0413,1
188,03:16:30,0.0398,1
188,03:17:30,0.0415,1
188,03:18:30,0.0405,1
188,03:19:30,0.0409,1
188,03:20:30,0.0423,1
188,03:21:31,0.0402,1
188,03:22:30,0.0401,1
188,03:23:30,0.0401,1
188,03:24:30,0.0406,1
188,03:25:30,0.0411,1
188,03:26:31,0.0395,1
188,03:27:31,0.0422,1
188,03:28:31,0.0394,1
188,03:29:31,0.0396,1
188,03:30:31,0.0423,1
188,03:31:31,0.04,1
188,03:32:31,0.0396,1
188,03:33:31,0.0437,1
188,03:34:31,0.0386,1
188,03:35:31,0.0407,1
188,03:36:31,0.0392,1
188,03:37:31,0.041,1
188,03:38:31,0.0402,1
188,03:39:31,0.0415,1
188,03:40:31,0.0394,1
188,03:41:31,0.0417,1
188,03:42:31,0.0401,1
188,03:43:31,0.0417,1
188,03:44:31,0.0388,1
188,03:45:31,0.0394,1
188,03:46:31,0.042,1
188,03:47:31,0.038,1
188,03:48:31,0.0436,1
188,03:49:31,0.0414,1
188,03:50:31,0.0391,1
188,03:51:31,0.0421,1
188,03:52:31,0.039,1
188,03:53:31,0.0402,1
188,03:54:31,0.0401,1
188,03:55:31,0.0421,1
188,03:56:31,0.0409,1
188,03:57:31,0.0398,1
188,03:58:31,0.0408,1
188,03:59:31,0.0409,1
188,04:00:31,0.0396,1
188,04:01:31,0.0413,1
188,04:02:31,0.0398,1
188,04:03:32,0.0396,1
188,04:04:32,0.0406,1
188,04:05:32,0.0413,1
188,04:06:32,0.0421,1
188,04:07:31,0.0399,1
188,04:08:32,0.0404,1
188,04:09:32,0.0385,1
188,04:10:32,0.0413,1
188,04:11:32,0.0408,1
188,04:12:32,0.0382,1
188,04:13:32,0.0424,1
188,04:14:32,0.0401,1
188,04:15:32,0.0393,1
188,04:16:32,0.0389,1
188,04:17:32,0.0433,1
188,04:18:32,0.0399,1
188,04:19:32,0.0357,1
188,04:20:32,0.042,1
188,04:21:32,0.04,1
188,04:22:32,0.0402,1
188,04:23:32,0.0401,1
188,04:24:32,0.04,1
188,04:25:32,0.0407,1
188,04:26:32,0.0409,1
188,04:27:32,0.0422,1
188,04:28:32,0.0396,1
188,04:29:32,0.0413,1
188,04:30:32,0.0396,1
188,04:31:32,0.0402,1
188,04:32:32,0.0388,1
