StationID,Time,average,Day
128,00:00:38,1.348,1
128,00:01:39,1.3554,1
128,00:02:39,1.349,1
128,00:03:39,1.3482,1
128,00:04:39,1.3524,1
128,00:05:39,1.354,1
128,00:06:39,1.3637,1
128,00:07:39,1.3645,1
128,00:08:39,1.3679,1
128,00:09:39,1.3686,1
128,00:10:39,1.3749,1
128,00:11:39,1.3802,1
128,00:12:39,1.3847,1
128,00:13:39,1.3916,1
128,00:14:39,1.3977,1
128,00:15:39,1.4008,1
128,00:16:39,1.4072,1
128,00:17:39,1.4138,1
128,00:18:39,1.4105,1
128,00:19:39,1.4055,1
128,00:20:39,1.4099,1
128,00:21:39,1.4133,1
128,00:22:39,1.4119,1
128,00:23:39,1.4145,1
128,00:24:39,1.4171,1
128,00:25:39,1.4204,1
128,00:26:39,1.4218,1
128,00:27:39,1.4224,1
128,00:28:39,1.4256,1
128,00:29:39,1.4193,1
128,00:30:39,1.4196,1
128,00:31:39,1.4156,1
128,00:32:39,1.4135,1
128,00:33:39,1.4109,1
128,00:34:39,1.4113,1
128,00:35:39,1.3992,1
128,00:36:39,1.3875,1
128,00:37:40,1.3664,1
128,00:38:40,1.353,1
128,00:39:40,1.347,1
128,00:40:40,1.3364,1
128,00:41:40,1.3266,1
128,00:42:40,1.324,1
128,00:43:40,1.3148,1
128,00:44:40,1.316,1
128,00:45:40,1.315,1
128,00:46:40,1.3061,1
128,00:47:40,1.2987,1
128,00:48:40,1.2886,1
128,00:49:40,1.2876,1
128,00:50:40,1.2875,1
128,00:51:40,1.2701,1
128,00:52:40,1.2468,1
128,00:53:40,1.2502,1
128,00:54:40,1.2503,1
128,00:55:40,1.2512,1
128,00:56:40,1.2515,1
128,00:57:40,1.2456,1
128,00:58:40,1.2412,1
128,00:59:40,1.2348,1
128,01:00:40,1.2231,1
128,01:01:40,1.2194,1
128,01:02:40,1.208,1
128,01:03:40,1.2041,1
128,01:04:40,1.2018,1
128,01:05:40,1.206,1
128,01:06:40,1.2075,1
128,01:07:40,1.2068,1
128,01:08:40,1.2106,1
128,01:09:40,1.208,1
128,01:10:40,1.2049,1
128,01:11:40,1.2021,1
128,01:12:40,1.1958,1
128,01:13:41,1.1913,1
128,01:14:41,1.196,1
128,01:15:41,1.1972,1
128,01:16:41,1.1955,1
128,01:17:41,1.1907,1
128,01:18:41,1.1907,1
128,01:19:41,1.189,1
128,01:20:41,1.1817,1
128,01:21:41,1.1866,1
128,01:22:41,1.1889,1
128,01:23:41,1.1913,1
128,01:24:41,1.1843,1
128,01:25:41,1.1845,1
128,01:26:41,1.1827,1
128,01:27:41,1.1919,1
128,01:28:41,1.1946,1
128,01:29:41,1.1938,1
128,01:30:41,1.1983,1
128,01:31:41,1.2024,1
128,01:32:41,1.206,1
128,01:33:41,1.2097,1
128,01:34:41,1.2128,1
128,01:35:41,1.2251,1
128,01:36:41,1.2279,1
128,01:37:41,1.2181,1
128,01:38:41,1.2096,1
128,01:39:41,1.2097,1
128,01:40:41,1.2133,1
128,01:41:41,1.2123,1
128,01:42:41,1.2142,1
128,01:43:41,1.2164,1
128,01:44:41,1.2187,1
128,01:45:41,1.2166,1
128,01:46:41,1.2245,1
128,01:47:41,1.235,1
128,01:48:41,1.2375,1
128,01:49:42,1.2386,1
128,01:50:42,1.2408,1
128,01:51:42,1.2391,1
128,01:52:42,1.2464,1
128,01:53:42,1.2537,1
128,01:54:42,1.2654,1
128,01:55:42,1.2685,1
128,01:56:42,1.2674,1
128,01:57:42,1.2758,1
128,01:58:42,1.2732,1
128,01:59:42,1.2683,1
128,02:00:42,1.2664,1
128,02:01:42,1.2725,1
128,02:02:42,1.2839,1
128,02:03:42,1.2882,1
128,02:04:42,1.2912,1
128,02:05:42,1.2994,1
128,02:06:42,1.2967,1
128,02:07:42,1.3009,1
128,02:08:42,1.3104,1
128,02:09:42,1.3099,1
128,02:10:42,1.3038,1
128,02:11:42,1.3019,1
128,02:12:42,1.3021,1
