StationID,average,Time
84,0.0212,2020-07-05 00:00:12
84,0.0211,2020-07-05 00:01:12
84,0.0212,2020-07-05 00:02:12
84,0.0212,2020-07-05 00:03:12
84,0.021,2020-07-05 00:04:12
84,0.0213,2020-07-05 00:05:12
84,0.0207,2020-07-05 00:06:12
84,0.0212,2020-07-05 00:07:12
84,0.021,2020-07-05 00:08:12
84,0.0206,2020-07-05 00:09:12
84,0.0209,2020-07-05 00:10:12
84,0.0211,2020-07-05 00:11:13
84,0.0211,2020-07-05 00:12:13
84,0.0213,2020-07-05 00:13:13
84,0.021,2020-07-05 00:14:13
84,0.0213,2020-07-05 00:15:13
84,0.0211,2020-07-05 00:16:13
84,0.0214,2020-07-05 00:17:13
84,0.0213,2020-07-05 00:18:13
84,0.0212,2020-07-05 00:19:13
84,0.0211,2020-07-05 00:20:13
84,0.0209,2020-07-05 00:21:13
84,0.0209,2020-07-05 00:22:13
84,0.021,2020-07-05 00:23:13
84,0.0209,2020-07-05 00:24:13
84,0.0212,2020-07-05 00:25:13
84,0.0208,2020-07-05 00:26:13
84,0.0206,2020-07-05 00:27:13
84,0.0208,2020-07-05 00:28:13
84,0.0209,2020-07-05 00:29:13
84,0.02,2020-07-05 00:30:13
84,0.02,2020-07-05 00:31:13
84,0.0205,2020-07-05 00:32:13
84,0.0201,2020-07-05 00:33:13
84,0.0193,2020-07-05 00:34:13
84,0.0194,2020-07-05 00:35:13
84,0.0198,2020-07-05 00:36:13
84,0.0201,2020-07-05 00:37:13
84,0.0209,2020-07-05 00:38:13
84,0.02,2020-07-05 00:39:13
84,0.0196,2020-07-05 00:40:13
84,0.0199,2020-07-05 00:41:13
84,0.02,2020-07-05 00:42:13
84,0.0206,2020-07-05 00:43:13
84,0.0201,2020-07-05 00:44:13
84,0.0195,2020-07-05 00:45:13
84,0.0196,2020-07-05 00:46:14
84,0.0195,2020-07-05 00:47:14
84,0.0192,2020-07-05 00:48:14
84,0.0193,2020-07-05 00:49:14
84,0.0195,2020-07-05 00:50:14
84,0.0201,2020-07-05 00:51:14
84,0.0205,2020-07-05 00:52:14
84,0.0202,2020-07-05 00:53:14
84,0.0203,2020-07-05 00:54:14
84,0.0207,2020-07-05 00:55:14
84,0.0202,2020-07-05 00:56:14
84,0.0204,2020-07-05 00:57:14
84,0.0203,2020-07-05 00:58:14
84,0.0205,2020-07-05 00:59:14
84,0.0203,2020-07-05 01:00:14
84,0.0199,2020-07-05 01:01:14
84,0.0202,2020-07-05 01:02:14
84,0.0208,2020-07-05 01:03:14
84,0.0206,2020-07-05 01:04:14
84,0.0209,2020-07-05 01:05:14
84,0.0204,2020-07-05 01:06:14
84,0.0204,2020-07-05 01:07:14
84,0.0204,2020-07-05 01:08:14
84,0.0204,2020-07-05 01:09:14
84,0.0203,2020-07-05 01:10:14
84,0.0205,2020-07-05 01:11:14
84,0.0207,2020-07-05 01:12:14
84,0.0204,2020-07-05 01:13:14
84,0.021,2020-07-05 01:14:14
84,0.0206,2020-07-05 01:15:14
84,0.0204,2020-07-05 01:16:14
84,0.0206,2020-07-05 01:17:14
84,0.0204,2020-07-05 01:18:14
84,0.0207,2020-07-05 01:19:14
84,0.0204,2020-07-05 01:20:14
84,0.0202,2020-07-05 01:21:15
84,0.0202,2020-07-05 01:22:15
84,0.0202,2020-07-05 01:23:15
84,0.0203,2020-07-05 01:24:15
84,0.0204,2020-07-05 01:25:15
84,0.0206,2020-07-05 01:26:14
84,0.0206,2020-07-05 01:27:14
84,0.0209,2020-07-05 01:28:14
84,0.0208,2020-07-05 01:29:14
84,0.0209,2020-07-05 01:30:14
84,0.0204,2020-07-05 01:31:14
84,0.0206,2020-07-05 01:32:14
84,0.0206,2020-07-05 01:33:14
84,0.0206,2020-07-05 01:34:14
84,0.02,2020-07-05 01:35:15
84,0.0203,2020-07-05 01:36:15
84,0.0206,2020-07-05 01:37:15
84,0.0208,2020-07-05 01:38:15
84,0.021,2020-07-05 01:39:15
84,0.0201,2020-07-05 01:40:15
84,0.0204,2020-07-05 01:41:15
84,0.0207,2020-07-05 01:42:15
84,0.0202,2020-07-05 01:43:15
84,0.0203,2020-07-05 01:44:15
84,0.0202,2020-07-05 01:45:15
84,0.0202,2020-07-05 01:46:15
84,0.0202,2020-07-05 01:47:15
84,0.0205,2020-07-05 01:48:15
84,0.0206,2020-07-05 01:49:15
84,0.02,2020-07-05 01:50:15
84,0.0201,2020-07-05 01:51:15
84,0.0203,2020-07-05 01:52:15
84,0.0203,2020-07-05 01:53:15
84,0.0205,2020-07-05 01:54:15
84,0.0201,2020-07-05 01:55:15
84,0.0204,2020-07-05 01:56:15
84,0.0206,2020-07-05 01:57:15
84,0.0205,2020-07-05 01:58:15
84,0.0209,2020-07-05 01:59:15
84,0.0206,2020-07-05 02:00:15
84,0.0203,2020-07-05 02:01:15
84,0.0206,2020-07-05 02:02:15
84,0.0207,2020-07-05 02:03:15
84,0.0205,2020-07-05 02:04:15
84,0.0208,2020-07-05 02:05:15
84,0.021,2020-07-05 02:06:15
84,0.021,2020-07-05 02:07:15
84,0.0206,2020-07-05 02:08:15
84,0.0205,2020-07-05 02:09:15
84,0.0205,2020-07-05 02:10:16
84,0.0208,2020-07-05 02:11:16
84,0.0205,2020-07-05 02:12:16
84,0.0203,2020-07-05 02:13:16
84,0.0205,2020-07-05 02:14:16
84,0.0205,2020-07-05 02:15:16
