StationID,average,Time
150,0.0539,2020-07-05 00:00:24
150,0.0568,2020-07-05 00:01:24
150,0.0456,2020-07-05 00:02:24
150,0.0497,2020-07-05 00:03:24
150,0.0503,2020-07-05 00:04:24
150,0.0522,2020-07-05 00:05:24
150,0.0518,2020-07-05 00:06:24
150,0.0473,2020-07-05 00:07:24
150,0.057,2020-07-05 00:08:24
150,0.0591,2020-07-05 00:09:24
150,0.0523,2020-07-05 00:10:23
150,0.0491,2020-07-05 00:11:24
150,0.0491,2020-07-05 00:12:24
150,0.0518,2020-07-05 00:13:24
150,0.0536,2020-07-05 00:14:24
150,0.052,2020-07-05 00:15:24
150,0.0507,2020-07-05 00:16:24
150,0.0553,2020-07-05 00:17:24
150,0.0516,2020-07-05 00:18:24
150,0.0574,2020-07-05 00:19:24
150,0.0534,2020-07-05 00:20:24
150,0.0544,2020-07-05 00:21:24
150,0.0496,2020-07-05 00:22:24
150,0.0538,2020-07-05 00:23:24
150,0.0541,2020-07-05 00:24:24
150,0.0546,2020-07-05 00:25:24
150,0.0661,2020-07-05 00:26:24
150,0.0452,2020-07-05 00:27:24
150,0.0591,2020-07-05 00:28:24
150,0.0648,2020-07-05 00:29:24
150,0.0495,2020-07-05 00:30:24
150,0.0533,2020-07-05 00:31:24
150,0.056,2020-07-05 00:32:24
150,0.0557,2020-07-05 00:33:24
150,0.0663,2020-07-05 00:34:24
150,0.0646,2020-07-05 00:35:24
150,0.0504,2020-07-05 00:36:24
150,0.0541,2020-07-05 00:37:24
150,0.0461,2020-07-05 00:38:24
150,0.0546,2020-07-05 00:39:24
150,0.0579,2020-07-05 00:40:25
150,0.0526,2020-07-05 00:41:25
150,0.0479,2020-07-05 00:42:25
150,0.0499,2020-07-05 00:43:24
150,0.0575,2020-07-05 00:44:25
150,0.0482,2020-07-05 00:45:25
150,0.0583,2020-07-05 00:46:25
150,0.0582,2020-07-05 00:47:25
150,0.0544,2020-07-05 00:48:25
150,0.0573,2020-07-05 00:49:25
150,0.048,2020-07-05 00:50:25
150,0.0513,2020-07-05 00:51:25
150,0.0532,2020-07-05 00:52:25
150,0.0549,2020-07-05 00:53:25
150,0.0527,2020-07-05 00:54:25
150,0.0557,2020-07-05 00:55:25
150,0.0455,2020-07-05 00:56:25
150,0.0583,2020-07-05 00:57:25
150,0.0439,2020-07-05 00:58:25
150,0.0488,2020-07-05 00:59:25
150,0.0569,2020-07-05 01:00:25
150,0.05,2020-07-05 01:01:25
150,0.0521,2020-07-05 01:02:25
150,0.0517,2020-07-05 01:03:25
150,0.0472,2020-07-05 01:04:25
150,0.0532,2020-07-05 01:05:25
150,0.0553,2020-07-05 01:06:25
150,0.0605,2020-07-05 01:07:25
150,0.0503,2020-07-05 01:08:25
150,0.0508,2020-07-05 01:09:25
150,0.0436,2020-07-05 01:10:26
150,0.055,2020-07-05 01:11:26
150,0.0454,2020-07-05 01:12:26
150,0.0537,2020-07-05 01:13:26
150,0.0588,2020-07-05 01:14:26
150,0.0516,2020-07-05 01:15:26
150,0.0466,2020-07-05 01:16:26
150,0.0609,2020-07-05 01:17:26
150,0.0425,2020-07-05 01:18:26
150,0.0517,2020-07-05 01:19:26
150,0.051,2020-07-05 01:20:26
150,0.0569,2020-07-05 01:21:26
150,0.049,2020-07-05 01:22:26
150,0.0553,2020-07-05 01:23:26
150,0.0596,2020-07-05 01:24:26
150,0.0504,2020-07-05 01:25:26
150,0.0578,2020-07-05 01:26:26
150,0.0562,2020-07-05 01:27:26
150,0.0478,2020-07-05 01:28:26
150,0.0588,2020-07-05 01:29:26
150,0.0532,2020-07-05 01:30:26
150,0.0522,2020-07-05 01:31:26
150,0.0547,2020-07-05 01:32:26
150,0.0509,2020-07-05 01:33:26
150,0.0496,2020-07-05 01:34:27
150,0.0511,2020-07-05 01:35:27
150,0.0546,2020-07-05 01:36:27
150,0.0498,2020-07-05 01:37:27
150,0.0466,2020-07-05 01:38:27
150,0.0589,2020-07-05 01:39:27
150,0.056,2020-07-05 01:40:27
150,0.0545,2020-07-05 01:41:27
150,0.05,2020-07-05 01:42:27
150,0.0536,2020-07-05 01:43:27
150,0.0541,2020-07-05 01:44:27
150,0.0527,2020-07-05 01:45:27
150,0.047,2020-07-05 01:46:27
150,0.0533,2020-07-05 01:47:27
150,0.0504,2020-07-05 01:48:27
150,0.0573,2020-07-05 01:49:27
150,0.055,2020-07-05 01:50:27
150,0.0622,2020-07-05 01:51:27
150,0.0578,2020-07-05 01:52:27
150,0.0538,2020-07-05 01:53:27
150,0.0495,2020-07-05 01:54:27
150,0.0472,2020-07-05 01:55:27
150,0.0644,2020-07-05 01:56:27
150,0.0405,2020-07-05 01:57:27
150,0.0487,2020-07-05 01:58:27
150,0.0536,2020-07-05 01:59:27
150,0.055,2020-07-05 02:00:27
150,0.0527,2020-07-05 02:01:27
150,0.0505,2020-07-05 02:02:27
150,0.0482,2020-07-05 02:03:27
150,0.0477,2020-07-05 02:04:27
150,0.0503,2020-07-05 02:05:27
150,0.0558,2020-07-05 02:06:27
150,0.0456,2020-07-05 02:07:27
150,0.0552,2020-07-05 02:08:28
150,0.0488,2020-07-05 02:09:28
150,0.0521,2020-07-05 02:10:28
150,0.0495,2020-07-05 02:11:27
150,0.0595,2020-07-05 02:12:27
150,0.041,2020-07-05 02:13:27
150,0.0527,2020-07-05 02:14:27
150,0.0522,2020-07-05 02:15:27
150,0.0501,2020-07-05 02:16:27
150,0.0498,2020-07-05 02:17:27
150,0.0462,2020-07-05 02:18:28
150,0.0483,2020-07-05 02:19:28
150,0.0498,2020-07-05 02:20:27
150,0.0548,2020-07-05 02:21:27
150,0.0548,2020-07-05 02:22:28
150,0.0539,2020-07-05 02:23:28
150,0.0534,2020-07-05 02:24:28
150,0.0523,2020-07-05 02:25:28
150,0.0607,2020-07-05 02:26:28
150,0.0458,2020-07-05 02:27:28
150,0.056,2020-07-05 02:28:28
150,0.0471,2020-07-05 02:29:28
150,0.0477,2020-07-05 02:30:28
150,0.0487,2020-07-05 02:31:28
150,0.0412,2020-07-05 02:32:28
150,0.0599,2020-07-05 02:33:28
150,0.0506,2020-07-05 02:34:28
150,0.0492,2020-07-05 02:35:28
150,0.05,2020-07-05 02:36:28
150,0.0485,2020-07-05 02:37:28
150,0.0523,2020-07-05 02:38:28
150,0.0514,2020-07-05 02:39:28
150,0.0596,2020-07-05 02:40:28
150,0.0484,2020-07-05 02:41:28
150,0.0594,2020-07-05 02:42:28
150,0.0451,2020-07-05 02:43:28
150,0.0568,2020-07-05 02:44:28
150,0.0514,2020-07-05 02:45:28
150,0.0418,2020-07-05 02:46:28
150,0.0544,2020-07-05 02:47:28
150,0.0527,2020-07-05 02:48:28
150,0.0518,2020-07-05 02:49:28
150,0.0467,2020-07-05 02:50:28
150,0.0462,2020-07-05 02:51:28
150,0.0515,2020-07-05 02:52:28
150,0.0589,2020-07-05 02:53:28
150,0.0522,2020-07-05 02:54:28
150,0.0503,2020-07-05 02:55:28
150,0.0523,2020-07-05 02:56:29
150,0.0465,2020-07-05 02:57:29
150,0.0616,2020-07-05 02:58:29
150,0.0468,2020-07-05 02:59:29
150,0.0428,2020-07-05 03:00:29
150,0.0516,2020-07-05 03:01:29
150,0.0471,2020-07-05 03:02:29
150,0.0454,2020-07-05 03:03:29
150,0.0473,2020-07-05 03:04:29
150,0.049,2020-07-05 03:05:29
150,0.048,2020-07-05 03:06:29
150,0.0542,2020-07-05 03:07:29
150,0.0452,2020-07-05 03:08:29
150,0.051,2020-07-05 03:09:29
150,0.0507,2020-07-05 03:10:29
150,0.0471,2020-07-05 03:11:29
150,0.0499,2020-07-05 03:12:29
150,0.0515,2020-07-05 03:13:29
150,0.0448,2020-07-05 03:14:29
150,0.0476,2020-07-05 03:15:29
150,0.054,2020-07-05 03:16:29
150,0.0522,2020-07-05 03:17:29
150,0.0497,2020-07-05 03:18:29
150,0.0516,2020-07-05 03:19:29
150,0.043,2020-07-05 03:20:29
150,0.0535,2020-07-05 03:21:29
150,0.0491,2020-07-05 03:22:29
150,0.0457,2020-07-05 03:23:29
150,0.0556,2020-07-05 03:24:29
150,0.0527,2020-07-05 03:25:29
150,0.05,2020-07-05 03:26:29
150,0.0497,2020-07-05 03:27:29
150,0.0488,2020-07-05 03:28:29
150,0.0587,2020-07-05 03:29:29
150,0.0449,2020-07-05 03:30:29
150,0.0503,2020-07-05 03:31:29
150,0.0602,2020-07-05 03:32:29
150,0.0496,2020-07-05 03:33:29
150,0.0553,2020-07-05 03:34:29
150,0.0472,2020-07-05 03:35:29
150,0.0477,2020-07-05 03:36:29
150,0.0503,2020-07-05 03:37:29
150,0.0491,2020-07-05 03:38:29
150,0.0499,2020-07-05 03:39:29
150,0.0539,2020-07-05 03:40:29
150,0.0471,2020-07-05 03:41:29
150,0.0469,2020-07-05 03:42:30
150,0.0467,2020-07-05 03:43:30
150,0.0447,2020-07-05 03:44:30
150,0.0531,2020-07-05 03:45:30
150,0.0538,2020-07-05 03:46:30
150,0.0528,2020-07-05 03:47:30
150,0.0501,2020-07-05 03:48:30
150,0.0475,2020-07-05 03:49:30
150,0.0528,2020-07-05 03:50:30
150,0.0485,2020-07-05 03:51:30
150,0.0506,2020-07-05 03:52:30
150,0.0617,2020-07-05 03:53:30
150,0.0593,2020-07-05 03:54:30
150,0.0465,2020-07-05 03:55:30
150,0.0528,2020-07-05 03:56:30
150,0.0445,2020-07-05 03:57:30
150,0.0506,2020-07-05 03:58:30
150,0.0521,2020-07-05 03:59:30
150,0.0671,2020-07-05 04:00:30
150,0.0448,2020-07-05 04:01:30
150,0.054,2020-07-05 04:02:30
150,0.0525,2020-07-05 04:03:30
150,0.0451,2020-07-05 04:04:30
150,0.0603,2020-07-05 04:05:30
150,0.0518,2020-07-05 04:06:30
150,0.0501,2020-07-05 04:07:30
150,0.0503,2020-07-05 04:08:30
150,0.0496,2020-07-05 04:09:30
150,0.0591,2020-07-05 04:10:30
150,0.0399,2020-07-05 04:11:30
150,0.0489,2020-07-05 04:12:30
150,0.059,2020-07-05 04:13:30
150,0.0424,2020-07-05 04:14:30
150,0.0537,2020-07-05 04:15:30
150,0.0454,2020-07-05 04:16:30
150,0.0518,2020-07-05 04:17:30
150,0.0485,2020-07-05 04:18:30
150,0.0527,2020-07-05 04:19:30
150,0.0522,2020-07-05 04:20:30
150,0.0464,2020-07-05 04:21:30
150,0.049,2020-07-05 04:22:30
150,0.0474,2020-07-05 04:23:30
150,0.0567,2020-07-05 04:24:30
150,0.0444,2020-07-05 04:25:30
150,0.0449,2020-07-05 04:26:30
150,0.0538,2020-07-05 04:27:30
150,0.0471,2020-07-05 04:28:31
150,0.0471,2020-07-05 04:29:31
150,0.0462,2020-07-05 04:30:30
150,0.048,2020-07-05 04:31:31
150,0.0617,2020-07-05 04:32:31
150,0.057,2020-07-05 04:33:31
150,0.049,2020-07-05 04:34:31
150,0.0495,2020-07-05 04:35:31
150,0.0473,2020-07-05 04:36:31
150,0.0444,2020-07-05 04:37:31
150,0.0489,2020-07-05 04:38:31
150,0.0493,2020-07-05 04:39:31
150,0.0535,2020-07-05 04:40:31
150,0.057,2020-07-05 04:41:31
150,0.0529,2020-07-05 04:42:31
150,0.0485,2020-07-05 04:43:31
150,0.049,2020-07-05 04:44:31
150,0.0538,2020-07-05 04:45:31
150,0.0472,2020-07-05 04:46:31
150,0.0518,2020-07-05 04:47:31
150,0.0567,2020-07-05 04:48:31
150,0.0619,2020-07-05 04:49:31
150,0.0459,2020-07-05 04:50:31
150,0.053,2020-07-05 04:51:31
150,0.0519,2020-07-05 04:52:31
150,0.0531,2020-07-05 04:53:31
150,0.0471,2020-07-05 04:54:31
150,0.0448,2020-07-05 04:55:31
150,0.0594,2020-07-05 04:56:31
150,0.0586,2020-07-05 04:57:31
150,0.0456,2020-07-05 04:58:31
150,0.0515,2020-07-05 04:59:31
150,0.0556,2020-07-05 05:00:31
150,0.057,2020-07-05 05:01:31
150,0.0503,2020-07-05 05:02:31
150,0.0605,2020-07-05 05:03:31
150,0.0447,2020-07-05 05:04:31
150,0.0557,2020-07-05 05:05:32
150,0.0514,2020-07-05 05:06:32
150,0.0556,2020-07-05 05:07:32
150,0.0539,2020-07-05 05:08:32
150,0.0456,2020-07-05 05:09:32
150,0.0547,2020-07-05 05:10:32
150,0.0371,2020-07-05 05:11:32
150,0.0619,2020-07-05 05:12:32
150,0.0506,2020-07-05 05:13:32
150,0.0552,2020-07-05 05:14:32
150,0.05,2020-07-05 05:15:32
150,0.0514,2020-07-05 05:16:32
150,0.049,2020-07-05 05:17:32
150,0.0469,2020-07-05 05:18:32
150,0.0485,2020-07-05 05:19:33
150,0.0435,2020-07-05 05:20:33
150,0.0548,2020-07-05 05:21:33
150,0.0474,2020-07-05 05:22:33
150,0.06,2020-07-05 05:23:33
150,0.049,2020-07-05 05:24:33
150,0.0423,2020-07-05 05:25:33
150,0.0568,2020-07-05 05:26:33
150,0.0482,2020-07-05 05:27:33
150,0.0544,2020-07-05 05:28:33
150,0.0534,2020-07-05 05:29:33
150,0.0524,2020-07-05 05:30:33
150,0.0559,2020-07-05 05:31:33
150,0.0508,2020-07-05 05:32:33
150,0.0473,2020-07-05 05:33:33
150,0.0528,2020-07-05 05:34:33
150,0.0559,2020-07-05 05:35:33
150,0.0622,2020-07-05 05:36:33
150,0.0509,2020-07-05 05:37:33
150,0.0502,2020-07-05 05:38:33
150,0.0522,2020-07-05 05:39:33
150,0.0475,2020-07-05 05:40:33
