StationID,average,Time
75,0.4517,2020-07-05 14:39:53
75,0.4645,2020-07-05 14:40:53
75,0.4588,2020-07-05 14:41:53
75,0.442,2020-07-05 14:42:53
75,0.42,2020-07-05 14:43:54
75,0.3961,2020-07-05 14:44:54
75,0.3721,2020-07-05 14:45:54
75,0.3491,2020-07-05 14:46:54
75,0.328,2020-07-05 14:47:54
75,0.3085,2020-07-05 14:48:54
75,0.2914,2020-07-05 14:49:54
75,0.2753,2020-07-05 14:50:54
75,0.261,2020-07-05 14:51:54
75,0.2484,2020-07-05 14:52:54
75,0.2365,2020-07-05 14:53:54
75,0.2255,2020-07-05 14:54:54
75,0.2158,2020-07-05 14:55:54
75,0.2087,2020-07-05 14:56:54
75,0.2011,2020-07-05 14:57:54
75,0.1951,2020-07-05 14:58:54
75,0.1867,2020-07-05 14:59:54
75,0.1796,2020-07-05 15:00:54
75,0.1741,2020-07-05 15:01:54
75,0.1687,2020-07-05 15:02:54
75,0.1646,2020-07-05 15:03:54
75,0.1576,2020-07-05 15:04:54
75,0.1513,2020-07-05 15:05:54
75,0.1467,2020-07-05 15:06:54
75,0.1423,2020-07-05 15:07:54
75,0.1389,2020-07-05 15:08:54
75,0.135,2020-07-05 15:09:54
75,0.1321,2020-07-05 15:10:54
75,0.1291,2020-07-05 15:11:54
75,0.1246,2020-07-05 15:12:54
75,0.1205,2020-07-05 15:13:54
75,0.117,2020-07-05 15:14:54
75,0.1144,2020-07-05 15:15:54
75,0.1119,2020-07-05 15:16:54
75,0.1087,2020-07-05 15:17:54
75,0.106,2020-07-05 15:18:54
75,0.1041,2020-07-05 15:19:55
75,0.1016,2020-07-05 15:20:55
75,0.0992,2020-07-05 15:21:55
75,0.0975,2020-07-05 15:22:55
75,0.0954,2020-07-05 15:23:55
75,0.0936,2020-07-05 15:24:55
75,0.0914,2020-07-05 15:25:55
75,0.0897,2020-07-05 15:26:55
75,0.0879,2020-07-05 15:27:55
75,0.0862,2020-07-05 15:28:55
75,0.085,2020-07-05 15:29:55
75,0.0832,2020-07-05 15:30:55
75,0.0822,2020-07-05 15:31:55
75,0.0806,2020-07-05 15:32:55
75,0.0793,2020-07-05 15:33:55
75,0.0777,2020-07-05 15:34:55
75,0.0765,2020-07-05 15:35:55
75,0.0753,2020-07-05 15:36:55
75,0.0746,2020-07-05 15:37:55
75,0.073,2020-07-05 15:38:55
75,0.072,2020-07-05 15:39:55
75,0.071,2020-07-05 15:40:55
75,0.0694,2020-07-05 15:41:55
75,0.0682,2020-07-05 15:42:55
75,0.0675,2020-07-05 15:43:55
75,0.0665,2020-07-05 15:44:55
75,0.0657,2020-07-05 15:45:55
75,0.0654,2020-07-05 15:46:55
75,0.064,2020-07-05 15:47:55
75,0.0626,2020-07-05 15:48:55
75,0.062,2020-07-05 15:49:55
75,0.0616,2020-07-05 15:50:55
75,0.0606,2020-07-05 15:51:55
75,0.0597,2020-07-05 15:52:55
75,0.1129,2020-07-05 16:01:12
75,0.1528,2020-07-05 16:02:11
75,0.168,2020-07-05 16:03:11
75,0.1699,2020-07-05 16:04:12
75,0.1653,2020-07-05 16:05:12
75,0.1576,2020-07-05 16:06:12
75,0.1491,2020-07-05 16:07:12
75,0.1405,2020-07-05 16:08:12
75,0.132,2020-07-05 16:09:12
75,0.1246,2020-07-05 16:10:12
75,0.1183,2020-07-05 16:11:12
75,0.1114,2020-07-05 16:12:12
75,0.1069,2020-07-05 16:13:12
75,0.1019,2020-07-05 16:14:12
75,0.0966,2020-07-05 16:15:12
75,0.0926,2020-07-05 16:16:12
75,0.0883,2020-07-05 16:17:12
75,0.0847,2020-07-05 16:18:12
75,0.0814,2020-07-05 16:19:12
75,0.0787,2020-07-05 16:20:12
75,0.0755,2020-07-05 16:21:12
75,0.0737,2020-07-05 16:22:12
75,0.0715,2020-07-05 16:23:12
75,0.0685,2020-07-05 16:24:12
75,0.0672,2020-07-05 16:25:12
75,0.0648,2020-07-05 16:26:12
75,0.0631,2020-07-05 16:27:12
75,0.0615,2020-07-05 16:28:12
75,0.0598,2020-07-05 16:29:12
75,0.0583,2020-07-05 16:30:12
75,0.0569,2020-07-05 16:31:12
75,0.0559,2020-07-05 16:32:12
75,0.0545,2020-07-05 16:33:12
75,0.0536,2020-07-05 16:34:13
75,0.0527,2020-07-05 16:35:13
75,0.0518,2020-07-05 16:36:13
75,0.0509,2020-07-05 16:37:13
75,0.0499,2020-07-05 16:38:13
75,0.0489,2020-07-05 16:39:12
75,0.0481,2020-07-05 16:40:13
75,0.0475,2020-07-05 16:41:13
75,0.0468,2020-07-05 16:42:13
75,0.0465,2020-07-05 16:43:13
75,0.0458,2020-07-05 16:44:13
75,0.0444,2020-07-05 16:45:13
75,0.0438,2020-07-05 16:46:13
75,0.0434,2020-07-05 16:47:13
75,0.0426,2020-07-05 16:48:13
75,0.0423,2020-07-05 16:49:13
75,0.0414,2020-07-05 16:50:13
75,0.0411,2020-07-05 16:51:13
75,0.0403,2020-07-05 16:52:13
75,0.04,2020-07-05 16:53:13
75,0.0395,2020-07-05 16:54:13
75,0.039,2020-07-05 16:55:13
75,0.0385,2020-07-05 16:56:13
75,0.038,2020-07-05 16:57:13
75,0.0376,2020-07-05 16:58:13
75,0.0376,2020-07-05 16:59:13
75,0.0371,2020-07-05 17:00:13
75,0.0364,2020-07-05 17:01:13
75,0.0365,2020-07-05 17:02:13
75,0.0361,2020-07-05 17:03:13
75,0.0355,2020-07-05 17:04:13
75,0.035,2020-07-05 17:05:13
75,0.0348,2020-07-05 17:06:13
75,0.0346,2020-07-05 17:07:14
75,0.0342,2020-07-05 17:08:14
75,0.034,2020-07-05 17:09:13
75,0.0335,2020-07-05 17:10:14
75,0.0334,2020-07-05 17:11:14
75,0.0328,2020-07-05 17:12:13
75,0.0323,2020-07-05 17:13:13
75,0.0333,2020-07-05 17:14:13
75,0.0316,2020-07-05 17:15:14
75,0.0312,2020-07-05 17:16:14
75,0.0314,2020-07-05 17:17:14
75,0.0308,2020-07-05 17:18:14
75,0.0307,2020-07-05 17:19:14
75,0.031,2020-07-05 17:20:14
75,0.0303,2020-07-05 17:21:14
75,0.0298,2020-07-05 17:22:14
