StationID,average,Time
106,0.7498,2020-07-05 00:00:01
106,0.7535,2020-07-05 00:03:01
106,0.7525,2020-07-05 00:04:01
106,0.7542,2020-07-05 00:05:01
106,0.7576,2020-07-05 00:06:01
106,0.7563,2020-07-05 00:07:01
106,0.7542,2020-07-05 00:08:01
106,0.753,2020-07-05 00:09:01
106,0.7586,2020-07-05 00:10:01
106,0.7534,2020-07-05 00:11:01
106,0.761,2020-07-05 00:12:01
106,0.7551,2020-07-05 00:14:01
106,0.7535,2020-07-05 00:15:01
106,0.7492,2020-07-05 00:16:01
106,0.7527,2020-07-05 00:17:01
106,0.7549,2020-07-05 00:18:01
106,0.7497,2020-07-05 00:21:01
106,0.7532,2020-07-05 00:22:02
106,0.7511,2020-07-05 00:23:01
106,0.7511,2020-07-05 00:24:01
106,0.7513,2020-07-05 00:25:01
106,0.7517,2020-07-05 00:26:01
106,0.7528,2020-07-05 00:27:02
106,0.7514,2020-07-05 00:29:01
106,0.753,2020-07-05 00:30:01
106,0.7577,2020-07-05 00:31:02
106,0.7532,2020-07-05 00:32:01
106,0.75,2020-07-05 00:34:01
106,0.7541,2020-07-05 00:35:02
106,0.7455,2020-07-05 00:36:01
106,0.7476,2020-07-05 00:37:01
106,0.739,2020-07-05 00:39:02
106,0.7462,2020-07-05 00:41:02
106,0.7425,2020-07-05 00:43:02
106,0.7498,2020-07-05 00:45:02
106,0.7479,2020-07-05 00:46:02
106,0.751,2020-07-05 00:47:02
106,0.7461,2020-07-05 00:48:02
106,2.3414,2020-07-05 00:50:02
106,2.303,2020-07-05 00:55:02
106,2.3836,2020-07-05 00:57:02
106,2.2621,2020-07-05 01:00:02
106,2.4238,2020-07-05 01:01:02
106,2.3833,2020-07-05 01:05:02
106,2.3832,2020-07-05 01:06:02
106,2.3835,2020-07-05 01:07:02
106,2.4236,2020-07-05 01:09:02
106,2.2211,2020-07-05 01:11:02
106,2.221,2020-07-05 01:14:02
106,0.7408,2020-07-05 01:19:03
106,0.7388,2020-07-05 01:22:03
106,0.7391,2020-07-05 01:25:03
106,0.7409,2020-07-05 01:29:03
106,0.7408,2020-07-05 01:32:03
106,0.7384,2020-07-05 01:33:03
106,0.7425,2020-07-05 01:34:03
106,0.7367,2020-07-05 01:35:03
106,0.7398,2020-07-05 01:36:03
106,0.7371,2020-07-05 01:37:03
106,0.735,2020-07-05 01:39:03
106,0.7381,2020-07-05 01:40:03
106,0.7371,2020-07-05 01:41:03
106,0.7372,2020-07-05 01:42:03
106,0.7419,2020-07-05 01:44:04
106,0.7358,2020-07-05 01:47:03
106,0.7322,2020-07-05 01:48:03
106,0.737,2020-07-05 01:50:04
106,0.7337,2020-07-05 01:51:04
106,0.7348,2020-07-05 01:52:04
106,0.7335,2020-07-05 01:53:04
106,0.7345,2020-07-05 01:55:04
106,0.7311,2020-07-05 01:56:04
106,0.7318,2020-07-05 01:57:04
106,0.7331,2020-07-05 01:58:04
106,0.7321,2020-07-05 01:59:04
106,0.732,2020-07-05 02:00:04
106,0.7356,2020-07-05 02:01:04
106,0.7327,2020-07-05 02:02:04
106,0.7311,2020-07-05 02:03:04
106,0.7383,2020-07-05 02:04:04
106,2.3415,2020-07-05 02:06:04
106,2.3419,2020-07-05 02:08:04
106,2.3823,2020-07-05 02:09:04
106,2.4235,2020-07-05 02:14:04
106,2.3823,2020-07-05 02:19:04
106,0.7288,2020-07-05 02:27:05
106,0.7249,2020-07-05 02:28:05
106,0.7253,2020-07-05 02:29:05
106,0.7243,2020-07-05 02:33:05
106,0.7262,2020-07-05 02:34:04
106,0.7211,2020-07-05 02:35:05
106,0.7215,2020-07-05 02:36:05
106,0.7197,2020-07-05 02:37:05
106,0.7149,2020-07-05 02:39:05
106,0.7212,2020-07-05 02:40:05
106,0.7185,2020-07-05 02:42:05
106,0.7165,2020-07-05 02:44:05
106,0.7174,2020-07-05 02:45:05
106,0.7207,2020-07-05 02:46:05
106,0.7184,2020-07-05 02:47:05
106,0.7188,2020-07-05 02:48:05
106,0.7196,2020-07-05 02:49:05
106,0.7197,2020-07-05 02:50:05
106,0.7163,2020-07-05 02:51:05
106,0.7131,2020-07-05 02:52:05
106,0.7147,2020-07-05 02:53:05
106,0.7146,2020-07-05 02:54:05
106,0.717,2020-07-05 02:55:05
106,0.7175,2020-07-05 02:56:05
106,0.7144,2020-07-05 02:57:05
106,0.7174,2020-07-05 02:58:05
106,0.7142,2020-07-05 02:59:05
106,0.7145,2020-07-05 03:02:05
106,0.7128,2020-07-05 03:03:05
106,0.7098,2020-07-05 03:04:05
106,0.7086,2020-07-05 03:05:05
106,0.7093,2020-07-05 03:06:05
106,0.7127,2020-07-05 03:07:05
106,0.7085,2020-07-05 03:09:06
106,0.7058,2020-07-05 03:10:06
106,0.7106,2020-07-05 03:11:06
106,0.7046,2020-07-05 03:12:06
106,0.7065,2020-07-05 03:13:06
106,0.7085,2020-07-05 03:14:06
106,0.7095,2020-07-05 03:15:06
106,0.7064,2020-07-05 03:16:06
106,0.7056,2020-07-05 03:17:06
106,0.7048,2020-07-05 03:19:06
106,0.7052,2020-07-05 03:20:06
106,0.7063,2020-07-05 03:21:06
106,0.7031,2020-07-05 03:22:06
106,0.7029,2020-07-05 03:23:06
106,0.7007,2020-07-05 03:25:06
106,0.7016,2020-07-05 03:26:06
106,0.6985,2020-07-05 03:27:06
106,0.6952,2020-07-05 03:28:06
106,0.6999,2020-07-05 03:29:06
106,0.7006,2020-07-05 03:30:06
106,0.7,2020-07-05 03:31:06
106,0.6991,2020-07-05 03:34:06
106,0.7048,2020-07-05 03:35:06
106,0.7025,2020-07-05 03:36:06
106,0.697,2020-07-05 03:37:06
106,0.6994,2020-07-05 03:38:06
106,0.6996,2020-07-05 03:41:07
106,0.6992,2020-07-05 03:42:07
106,0.7027,2020-07-05 03:43:07
106,0.7002,2020-07-05 03:44:07
106,2.3801,2020-07-05 03:46:07
106,2.3798,2020-07-05 03:47:07
106,0.6914,2020-07-05 03:53:07
106,0.696,2020-07-05 03:54:07
106,0.6946,2020-07-05 03:55:07
106,0.6927,2020-07-05 03:56:07
106,0.6923,2020-07-05 03:57:07
106,0.694,2020-07-05 03:59:07
106,0.6925,2020-07-05 04:01:07
106,0.6942,2020-07-05 04:02:07
106,0.6947,2020-07-05 04:03:07
106,0.6931,2020-07-05 04:04:07
106,0.6926,2020-07-05 04:05:07
106,0.6861,2020-07-05 04:06:07
106,0.6936,2020-07-05 04:09:08
106,0.6885,2020-07-05 04:10:07
106,0.69,2020-07-05 04:11:07
106,0.692,2020-07-05 04:12:07
106,0.6899,2020-07-05 04:13:07
106,0.6869,2020-07-05 04:14:07
106,0.6871,2020-07-05 04:15:07
106,2.2951,2020-07-05 04:17:08
106,2.2115,2020-07-05 04:18:08
106,2.3792,2020-07-05 04:20:08
106,2.2116,2020-07-05 04:21:08
106,2.3372,2020-07-05 04:22:08
106,2.2114,2020-07-05 04:24:08
106,0.6887,2020-07-05 04:26:08
106,0.687,2020-07-05 04:27:08
106,0.6867,2020-07-05 04:28:08
106,0.6894,2020-07-05 04:29:08
106,0.6908,2020-07-05 04:30:08
106,0.6883,2020-07-05 04:31:08
106,0.6861,2020-07-05 04:32:08
106,0.687,2020-07-05 04:33:08
106,0.6864,2020-07-05 04:34:07
106,0.6884,2020-07-05 04:35:07
106,0.688,2020-07-05 04:36:07
106,0.6863,2020-07-05 04:37:08
106,0.6862,2020-07-05 04:38:08
106,0.6844,2020-07-05 04:39:08
106,0.6844,2020-07-05 04:40:08
106,0.6838,2020-07-05 04:41:08
106,0.6861,2020-07-05 04:42:08
106,1.8754,2020-07-05 04:45:08
106,2.421,2020-07-05 04:46:08
106,2.2525,2020-07-05 04:47:08
106,0.6852,2020-07-05 04:50:08
106,0.6859,2020-07-05 04:51:08
106,0.6857,2020-07-05 04:52:08
106,0.6874,2020-07-05 04:53:08
106,0.6869,2020-07-05 04:54:08
106,0.6847,2020-07-05 04:55:08
106,1.9675,2020-07-05 04:57:08
106,2.2955,2020-07-05 04:58:08
106,2.2123,2020-07-05 05:00:08
106,2.4211,2020-07-05 05:01:08
106,2.253,2020-07-05 05:03:08
106,0.6906,2020-07-05 05:06:08
106,0.6879,2020-07-05 05:07:08
